"","date","text","doc_id"
"180",2023-10-25,"🇬🇧⚡️🇮🇱 Британцы топят Нетаньяху 

Тем временем британские СМИ продолжает топить Премьера Израиля, выпустив материал о том, как его сын не вернулся в Израиль, а остался в Майями. 

«Где мальчик Биби? Израильские солдаты раскритиковали 32-летнего сына Биньямина Нетаньяху Яира за то, что он «бросил» их, оставшись в Майами, в то время как 360 000 резервистов призваны сражаться против ХАМАС».

«Яир остался в Майами, к раздражению некоторых солдат. «Яир наслаждается жизнью в Майами-Бич, пока я на передовой», — сказал один солдат. 

Другой, отправленный на границу с сектором Газа, сказал: «Я прилетел из Штатов, где у меня есть работа, жизнь, моя семья. Я не могу остаться там и покинуть свою страну, свой народ в это критическое время. Где сын премьер-министра? Почему он не в Израиле? Это самый объединяющий момент для нас, израильтян, в нашей недавней истории, и каждый из нас должен быть здесь прямо сейчас, включая сына премьер-министра».",211
"181",2023-10-25,"🇮🇱⚡️🇵🇸Итоги ночи на БВ. 

Ночью диверсанты ХАМАС предприняли попытку высадки с моря немного севернее Газы. 

Также была обстреляна территория Израиля. 

Израиль продолжает бомбить Газу и обстреливать город из танков и артиллерии. 

Журналист Сеймур Херш заявил, что в Израиль посредством постоянных бомбардировок превращает город Газа в руины планирует начать наземное вторжение в ближайшем будущем. Руководство Израиля рассматривает возможность затопления обширной системы туннелей ХАМАС, прежде чем вводить туда свои войска, сообщил осведомленный американский чиновник на условиях анонимности. Это может говорить о том, что Израиль готов списать со счетов заложников, все еще находящихся в опасности.

Логика у этого решения простая: не вводить войска в Газу - политическая смерть Нетаньяху. Вводить войска, не уничтожив систему туннелей - значительное осложнение для ЦАХАЛ и объективно - самое неэффективное из трех решений. В текущей ситуации решение с затоплением тоннелей с заложниками выглядит вероятным.",212
"182",2023-10-24,"🎥🌎🎥 Живительный глоток новой войны

Так смешно наблюдать за заявлениями политиков в связи с активизацией Палестино-Израильского конфликта:

🇺🇸Байден: ХАМАС - чистейшее зло. У Израиля есть право и даже обязанность ответить на зверские атаки. ХАМАС нужно полностью уничтожить.

🇩🇪Шольц: Израиль имеет право защищаться от ХАМАСа. Израильские военные будут соблюдать принципы человечности в своей борьбе с террором, но те, кто атаковал Израиль, должны ожидать суровых последствий.

🇬🇧Сунак: Мы будем стоять с вами в знак солидарности, мы будем стоять с вашим народом, и мы также хотим, чтобы вы победили. Палестинцы — жертвы того, что сделало радикальное палестинское движение ХАМАС.

🇫🇷Макрон: Для победы над ХАМАСом необходима международная коалиция. Эта борьба с терроризмом, очевидно, является вопросом существования для Израиля, но это вопрос существования для всех нас.

Западные лидеры как будто перенеслись в февраль 2022. Можно опять пафосно рассказывать о безграничной поддержке тех, на кого напали, и убеждать в скорой победе. А не напал бы ХАМАС, повестка была бы совсем другая. Пришлось бы бледнеть на вопросах про ""контрнаступление"" ВСУ, потраченные миллиарды и подбитые Леопарды.

Так что для западных политиков в медийном плане ""новая"" война - глоток живительного воздуха. Можно снова врать как они уже вот-вот всех мощно и эффективно победят - гибнут то не их граждане!🤡🤡🤡",213
"183",2023-10-24,"🧩🇺🇦🧩 Народный саботаж войны

Петицию Марины Смишко о предоставлении возможности военным демобилизоваться через 18 месяцев службы и отдохнуть полгода или год поддержали более 25 тысяч украинцев. Теперь её должен рассмотреть президент.

Это уже ТРЕТЬЯ петиция о демобилизации, которая набрала свыше 25 тысяч голосов:
1️⃣ 5 сентября 2022 Антон Водяный создал петицию о демобилизации после года службы, на которую 1 декабря президент ответил, что в условиях действия правового режима военного положения освобождение мобилизованных военнослужащих с военной службы по другим основаниям кроме определенных статьей 26 Закона Украины «О воинской обязанности и военной службе» не предусмотрено, и перенаправил обращение премьер-министру Шмыгалю. Уверены, что автор получил от Кабмина такую же отписку.

2️⃣ 29 марта 2023 нардеп от «ЕС» Алексей Гончаренко инициировал петицию о демобилизации военных через 18 месяцев, но Зеленский на неё до сих пор не ответил.

Учитывая, что власть динамит народ с ответом по сути вопроса, 16 октября на сайте президента зарегистрировали ещё одну аналогичную петицию. А на 27 октября в 10.00 семьи военных призвали выходить на мирную акцию в поддержку права на демобилизацию в своих городах. В соцсетях запущен соответствующий флешмоб «Пошел в ВСУ=попал в рабство!»

Этот масштабный социальный запрос показывает реальный настрой украинцев. Действительно военные, которые на данный момент находятся на фронте уже больше полутора лет, устали морально и физически, но они имеют колоссальный боевой опыт и слаженность. 

Если позволить вернуться всем этим военным, даже заменив их новомобилизованными, то это ОБРУШИТ ФРОНТ.

И все подписанты это прекрасно понимают.

Такая петиция в условиях диктата Зеленского является безопасным мирным антивоенным протестом, направленным непосредственно на главу государства. Поскольку украинцы не боятся подписывать петицию, за это, слава Богу, ещё нет ответственности.

Таким образом, народ саботирует продолжение войны, потому что не хочет, чтобы война и дальше уничтожала украинский генофонд, а победа ценой миллионов украинцев на самом деле стала поражением.",214
"184",2023-10-24,"📩 Здравствуйте. Можете поподробней рассказать и объяснить про странную историю? Зеленский получается сотрудничал и пытался найти каналы связи с Россией? Звучит как-то невероятно. Или он пришел к власти с одними задачами, а там по ходу дел его завербовали под другие?

Вообще в этой истории с флешкой по делу Кулинича, да и в самой докладной - много бреда и несостыковок. Мы её дали для понимания, куда может привести дело Кулинича и какой там вообще сюр. 

Но глобально вы правы. Вначале мирный трек двигался отлично, у Квартала были хорошие связи в России. Все шло как надо, ему РФ даже вернула моряков. 

Ермак именно на этом сделал карьеру. Но после поездки в Оман все изменилось.",215
"185",2023-10-24,"🤦‍♂️  пишет, что Рогозин собирался ударить по Украине космической ракетой, начиненной взрывчаткой.

В распоряжение немецкого издания попали записи разговоров экс-главы «Роскосмоса» Дмитрия Рогозина с гендиректором ракетно-космического центра «Прогресс» Дмитрием Барановым.

На них они еще с начала января 2023 года обсуждали технические детали организации такого удара. Рассматривается возможность выпустить по Украине ракету-носитель, которую используют для полётов в космос, но со взрывчаткой на борту.

Баранов сказал Рогозину, что на подготовку такой операции ему понадобится около шести месяцев.

Луну, лучше Луну начинать взрывчаткой и ебануть по чему-то. 

Ну ладно Рогозин выпил, выдал идею, но … совсем испортились",216
"186",2023-10-24,"🇺🇦 Украину может накрыть ""черная зима"" в случае продолжения активных боевых действий.

Многие спикеры говорят, что страна не готова к прохождению отопительного сезона. 

Дело в том, что российские обстрелы в прошлом сезоне повредили большое количество инфраструктуры в стране, которую не во всех случаях смогли восстановить. 

Причем, проблемы есть и в ""Центрэнерго"" — объекты компании не раз поражались ракетами и дронами, из-за чего она еще далека от завершения всех восстановительных работ. К тому же ""Центрэнерго"" в очередной раз провалило накопление угля и наверняка зимой будет жечь газа намного больше, чем планирует☝🏻

Озвученные властью цифры, что электроэнергетика потратит за сезон пару миллиардов кубометров, также слишком оптимистичны. Если же зима окажется более холодной — тем более. По самым грубым прикидкам, Украине нужно обеспечить полтора-два миллиарда кубометров газа отечественной добычи (как государственной, так и частной). 

Ситуацию усугубляет тот факт, что украинские власти медленно получают дополнительное ПВО, а имеющихся на Украине систем ПВО действительно может не хватить, чтобы отбить все атаки на энергетическую инфраструктуру. Поэтому надо уповать, на что сами удары по объектам всего будут менее интенсивными чем прошлогодние. Но, с чего бы этому быть🤷

Кроме того, в результате предварительных атак Украина располагает меньшими резервами энергетических мощностей, необходимых для того, чтобы хотя бы частично нивелировать последствия атак на инфраструктурные объекты. 

В итоге, ""черная зима"" для украинцев, которые могут оказаться без света и тепла в холода - реальность, к которой лучше заранее приготовиться.

://./_/20234",217
"187",2023-10-24,"🔥 РФ публикует кадры взятия террикона - ключевой высоты в Авдеевке. 

Украинские каналы не опровергают потерю террикона. Нужно признать, что первый и ключевой элемент обороны Авдеевки взят войсками РФ. Теперь они смогут просматривать пути снабжения всей группировки.

Тактика малых котлов опять в действии. Арестович не зря трубит про опасность «Авдеевской удавки».

ПС: ОПшные каналы начали отрабатывать, что русские поставили флаг и убежали, а не контролируют террикон. Смешно, когда ГУР тоже самое сделали с вышками Бойко (поставили флаг и уплыли), они писали, что вышки взяты под контроль 🤦‍♂️",219
"188",2023-10-24,"🇨🇳 В Китае отправили в отставку министра обороны Ли Шанфу, сообщили китайские государственные СМИ.

Западные СМИ говорят, что за коррупцию.",220
"189",2023-10-24,"⚡️Франция предлагает создать региональную и международную коалиции для борьбы с ХАМАС —  Макрон

А перед своим первом сроком, чтобы получить голоса мусульман Франции Макрон обещал настаивать на предоставлении Палестине государственности 🤷

Бывает, у нас Зе тоже обещал с чертом договориться",221
"190",2023-10-24,"🇺🇸⚡️🇨🇳 Америка тоже готовится к войне с Китаем. 

 без широкой огласки выводит производство из Китая. 

На сегодняшний день американские детали составляют 33%, корейские детали — 29%, японские детали — 10%, китайско- тайваньские детали — 9%, а детали из материкового Китая — до 2%. В предыдущих моделях китайских деталей было больше.

Так же на днях были сообщения о том, что основные американские корпорации потихоньку переводят в Индию свои производства.",222
"191",2023-10-24,"🌎 Цивилизация лицемерия 

Лицемерие – ключевой элемент текущей цивилизационной модели. 

🇺🇸 «США приносят демократию по всему миру» - на самом деле проводят революции, насаждают антинародные режимы и т.д. 

🇺🇦 «Украина на стороне свободы» - границы закрыты, ловят на улицах, телефоны проверяются, церковь запрещена.

🇷🇺 «Для России главное – наказать украинских нацистов» - и отпустили руководителей Азова. 

🇮🇱 Так и тут: «Израиль заботится о детях в Газе». Жутко, да?

А представьте, как было бы интересно жить без лицемерия: 

✅ США мягкой силой хотят захватить ресурсы вашей страны, разрушить вашу систему образования и медицины. 

✅ В Украине будет диктатура и война, чтобы Зеленский продолжал находиться у власти и воровать. 

✅ Россия хочет, чтобы США перестали игнорировать её интересы и поэтому нападет на Украину.

✅ Израиль считает, что имеет право убивать по 100 гражданских на одного Хамасовца и считает это нормальным. 

Очень хочется раскритиковать лицемерие и сказать, что, надеемся, что новая эпоха, какой бы она не была, будет менее лицемерная, но потом сами вспоминаем свою претензию к руководству Израиля, за слова о «человекоподобных животных». А ведь они сказали, что думали без дипломатического лицемерия.  

Поэтому нет, наверное, лицемерие как обезбол, в определенных дозах необходимо. Иначе жить станет совсем грустно. Однако, последнее время дозу этого обезбола сильно увеличили и пациент (миропорядок) стал умирать.

://.//12369",223
"192",2023-10-24,"Илон Маск: «мы движемся к третьей мировой войне шаг за шагом. Людям стоит задуматься, что если их определенные ожидания не оправдались, значит, вероятно, другие их ожидания так же не оправдаются»☝🏻",224
"193",2023-10-24,"🇨🇳⚡️🇮🇱 Китайские акценты

Глава МИД Китая впервые позвонил в Израиль с момента начала войны и призвал защитить гражданское население в секторе Газа.

В беседе с министром иностранных дел Израиля Эли Коэном, представитель Пекина заявил, что все страны имеют право на самооборону, но они ""должны защищать гражданское население и соблюдать международное право и защищать безопасность гражданского населения"".

""Самая неотложная задача сейчас — не допустить дальнейшей эскалации ситуации и ее приведения к более серьезной гуманитарной катастрофе"", - добавил Ван И.

Он также позвонил своему коллеге из Палестинской автономии Рияду аль-Малики. Ему он заявил, что Пекин ""выражает свою глубокую симпатию палестинской стороне"".

""В настоящее время население Газы больше всего нуждается в безопасности, продовольствии и медикаментах, а не в войне, оружии и боеприпасах"", - сказал Ван И.

Китай достаточно жестко расставил акценты. А вчера ещё поднебесная перебросила небольшой флот в район Ближнего Востока. Это политико-дипломатические действия направлены на то, чтобы продемонстрировать арабам, что есть второй центр силы, на которой они могут положиться в случае конфликта. Да, про прямое вмешательство Китай не говорит (потому что, как и в случае с Украиной, КНР видит себя медиатором, а не участником как США), но плечо подставляет ☝🏻",225
"194",2023-10-23,"Война в Украине не только дорогая, но и подвергает США опасности

   сегодня в ударе:

🔹Дугину и Татарского взорвала СБУ:

🔹в подготовке терактов СБУ помогало ЦРУ;

🔹ЦРУ сомневается в слишком дерзких методах СБУ;

🔹Подводные дроны, которыми Украина ударила по Крымскому мосту, так же были разработаны при поддержке ЦРУ;

🔹второй удар по Крымскому мосту совершался при непосредственной поддержке США;

🔹Киев и Вашингтон стремятся ""сохранять дистанцию между ЦРУ и смертоносными операциями"" СБУ;

🔹в СБУ было создано два новых управления: (пятое и шестое) специально направленных на сотрудничество с британской 6/

Касательно 6 комментировать не будем, это парафия наших коллег из Резидента😉

Но общая картина ясна. В американском обществе культивируется мысль, что война в Украине не только очень затратна для Штатов, но и чревата перерастанием в прямое военное противостояние с Россией. Этот нарратив призван укрепить американцев в мысли, что пора сворачивать поддержку Украины, не выделять новых миллиардов на войну, а способствовать переговорам о мире☝️

Байдену последовательно создают препятствия для выделения из бюджета новых пакетов помощи. Для этого украинский кейс делают максимально токсичным.",226
"195",2023-10-23,"⚡️⚡️⚡️Зелегейт или странная история🤔

Шевченковский райсуд Киева начал слушать по сути дело по обвинению бывшего руководителя Главного управления СБУ в Автономной Республике Крым Олега Кулинича. Ему инкриминируется госизмена, участие в преступной организации, оставление места военной службы в Херсоне.

Следствие считает, что Кулинич был частью группы бывшего заместителя секретаря СНБО Владимира Сивковича и ещё до начала работы в СБУ, с июня 2019 года фактически работал на Россию, передавая информацию о работе СБУ в Москву и препятствуя кадровым перестановкам в работе контрразведки.

На самом деле никакие оперативно-розыскные мероприятия не проводились. Вся доказательная база состоит из записей «разговоров Сивковича с Кулиничем», восстановленных из удаленных записей на флешке, которую правоохранители нашли при обыске в доме в Киеве по улице Передовая,5 в квартире, в которой никто не проживал. После этого Кулинича задержали. Потом, чтобы доказательства имели вес, в автомобиле , которым пользовался Кулинич, нашли жесткий диск, на котором было 7 файлов, идентичных тем, которые восстановили на флешке из пустой квартиры.

Но в рамках судебного разбирательства всплыли интересные подробности с той же флешки о бывшем главе СБУ друге детства Зеленского Иване Баканове, а дальше и о самом Зеленском, и о его супруге, о главе ОП Ермаке, о помощнике президента Сергее Шефире, о премьер-министре Шмыгале, о после Украины в США Оксане Маркаровой и многих других.

Один из файлов с флешки – некая докладная такого содержания:
«Установлен контакт с С. (советник главы СБУ Баканова, финансовый партнер Зеленского — Беляев Александр Валентинович, по поручению президента выполнявший те или иные поручения, был активным участником избирательной кампании Зеленского), который является доверенным и очень близким к президенту Украины. На минувшей неделе 2 июня 2019 года на даче президента по его инициативе состоялся разговор с С, где Зеленский сообщил, что у него прошли встречи с рядом влиятельных фигур украинской политики о канале связи между ними, наработок присоединения к России. Президент считает, что необходимость в таком канале давно назрела. Однако он никому не советует встречаться и доверять, и предлагает С. возглавить этот процесс. В качестве первого шага С. поручено взять под контроль главу партии «Слуга народа» Разумкова, партийную организацию, а также попросил президент Беляева проверить на предмет лояльности всех кандидатов на должности в правительстве Украины. В том числе начальника пограничных войск «ДНР». Зеленский также дал поручение Беляеву оказать всю необходимую помощь и привлечь к выполнению поставленных задач главу СБУ Баканова. Президент Украины не скрывал и другой своей цели — он хотел бы воспользоваться опытом Беляева как крупного предпринимателя, оказать ему полное содействие в превращении в своего олигарха. Зеленский заверил Беляева, что готов провести все необходимые назначения на ключевые должности по его… с тем, чтобы это содействовало налаживанию закрытого канала общения с руководством Российской Федерации. В качестве первой задачи Беляеву президент поставил поиск путей освобождения из плена украинских моряков. С учетом вышеизложенного полагаю целесообразным оперативным путем провести встречу Беляева с представителем высшего российского руководства Шойгу, на котором обсудить возможность влияния России на руководство «ЛДНР» с целью прекращения боевых действий, разведения войск, налаживания закрытых переговоров, о продвижении на ключевые должности наших людей, таких как СБУ, Нацгвардия, погранвойска, а также на должность представителя по урегулированию отношений с непризнанными республиками».

В файлах также говорится о возможности установления закрытых переговоров с РФ и о том, что президент Зеленский готов изменить состав правительства: поменять министров обороны и МВД, главу СБУ и генпрокурора, провести досрочные выборы, ставится вопрос о прекращении огня.

Как говорится: главное в процессе следствия не выйти на самих себя...",227
"196",2023-10-23,"⚡️ Конечно Хамас не пойдет на капитуляцию. 

Не для этого они всё это начинали. Тем более в ситуации, когда они достигли значимого медиа эффекта, при этом не понеся серьезных потерь. 

Но и Израиль не хочет дальше идти по этой дороге ловушек. 

Они явно не ожидали такого активного общественного сопротивления, поэтому думают как выкрутиться и обеспечить интересы своих союзников.  

://./_/20221",228
"197",2023-10-23,"Ключевые игроки намекают Израилю, что наземная операция чревата последствиями:

🇵🇸ХАМАС распространил видео, как они приготовились отражать наступление ЦАХАЛ;

🇨🇳Минобороны Китая перебросило на Ближний Восток шесть военных кораблей, в том числе эсминец носитель управляемых ракет, фрегат и корабль комплексного снабжения.",230
"198",2023-10-23,"🎥 Заказуха. 

Бывает такое, смотришь сюжет, анализируешь месседжи, каналы распространения и понимаешь: заказуха. 

Офис явно разгоняет очередную страшилку про: «служить пойдут все», однако, надо сказать, что нарративы остались очень демотивирующие.

«Если ты хочешь называть себя украинцем, иди и служи»…

Простите, а если нет, но ты мужчина призывного возраста и в Украине, у тебя есть выбор? 

А, нет, ну ок… тогда зачем такой пафос🤷",231
"199",2023-10-23,"😎 Помнится, было сообщение, что РФ ракетой «Кинжал» уничтожила секретный бункер на глубине _ м, в котором было _ офицеров НАТО (можете поставить любые цифры). 

В Российском сегменте сети в этой новости с каждым днем увеличивалось количество метров и офицеров НАТО. Было реально смешно. 

Теперь вместо офицеров НАТО - вертолеты РФ. Каждый день больше☝🏻",232
"200",2023-10-23,"💰 Американская помощь Украине уменьшается.

Если так продолжится, то четвертый квартал будет рекордно низким. 

Объективные причина: бюджетный процесс в США. Со временем добавится ещё и кризис в Израиле.",233
"201",2023-10-23,"🤷 А пока в Турции громят Макдоналдс,  Министерство образования Израиля удалило упоминания о шведской экоактивистке Грете Тунберге, поддержавшей палестинцев в секторе Газа — израильское издание . 

""ХАМАС — террористическая организация, которая уничтожила и убила 1 400 невинных израильтян, включая детей, женщин и стариков, и похитила более 200 человек в Газе. Эта позиция лишает ее (Грету Тунберг) права быть образцом нравственных и образовательных ценностей. Она больше не имеет права использоваться в качестве модели для вдохновения и обучения израильских студентов"".

Как быстро меняются авторитеты…",234
"202",2023-10-23,"⚡️⚡️ А вот и то, о чём мы предупреждали

Наземная операция в секторе Газа проводиться не будет, если ХАМАС освободит всех пленных и сдастся, — ЦАХАЛ

Чёткий месседж. 

Под давлением союзников и СМИ, Израиль решает не усугублять и так сложную для себя ситуацию. 

Мудрое решение. 

Во-первых, наземная операция может закончиться ещё большей кровью и неочевидным успехом. 

Во-вторых, Хезболла почти 100% втянется, т.к. смотреть как уничтожают Хамас, а потом придут за ними - глупо. 

Значит Белый Дом таки додавил Биби. Теперь ход за Хамасом, но, скорее всего, все уже договорено, и они отпустят.",235
"203",2023-10-23,"🇮🇱🔥🇵🇸 Тем временем в сети распространяются кадры жутких последствий бомбардировок Газы. 

Выкладывать не будем, там дети.

- объявила, что эта ночь стала «самой кровавой ночью» конфликта в Газе.

По их сообщениям, Израиль нанёс удары по окрестностям двух больниц",236
"204",2023-10-23,"🇬🇧⚡️🇮🇱 Начинается открытое противостояние Израиля и британских СМИ. 

Экс-премьер Израиля Беннетт неожиданно покинул эфир по  по «техническим причинам»: На прошлой неделе больница была обстреляна «Исламским джихадом», который выпустил по ней ракету.  сказали, что за этим стоял Израиль. Но это не Израиль. Я понимаю, что  приняли сторону, сторону граждан сектора Газа. Потому что все ваши вопросы касаются только мирных жителей Газы. Вы не задали ни одного вопроса о наших детях. С самого начала этого интервью вы только и делаете, что спрашиваете меня о Газе. Похоже, что вас мало волнует наша сторона. Вы продолжаете заботиться только об одной стороне, но такова манера .",237
"205",2023-10-23,"📩 Дорогие товарищи, что касается фразы ""По-моему, он сам себе яму роет, ведь именно он был рупором Банковой для миллионов украинцев долгий период войны, а теперь он по сути признает, что врал и вводил в заблуждение украинцев""

То есть когда он прямо говорил, что, простите, 3,14здит (вроде прямо его слово, уже не упомню), или когда говорил что украинцев очень легко обманывать - два таких видео от него припоминаю - он яму не рыл, а переобуванием вырыл.

Его целевая аудитория как слушала его, так и будет слушать. Ведь в конце концов легче продолжать слушать, чем признаться самому себе, что тебя жёстко на*бывали в течение нескольких лет (года, месяцев - нужное подчеркнуть).

Да, это очень важно. Вроде как вещи простые, но многие не осознают как важно признавать свои ошибки. 

Ошибка, если её признать становится опытом, который позволит вам не допустить такую же в будущем, т.е. сделает вас лучше. При этом игнорирование признания ошибки имеет обратный эффект: вы её повторите, просто потому что считаете, что не ошиблись. 

Но при этом сам факт признания своей ошибки - дискомфортен, и не все люди на это способны. Многие выдумывают альтернативную реальность. 

Например, сейчас многие говорят: «та мы всегда понимали, что Арестович врёт». Хотя, это не так, так как год-полтора назад они во всех разговорах оперировали его нарративами и месседжами. 

Таким образом они просто скрывают свою ошибку, потому что дискомфортно признать, что их обманули так, что они теперь находятся в такой вот ж…пе. Вместо этого они могли бы признать ошибку, свое ухудшенное положение из-за неё и не повторять её сегодня, чтобы не ухудшить своё положение в будущем.

Соответсвенно, сегодня они повторяют эту ошибку путем поиска нового Арестовича (человека, который говорит то, что им нравится и то что не противоречит выбранному ранее ошибочному пути), чем загоняют себя ещё дальше.",238
